365ebe3_35ff576,30-06-2015,125,48,0.9099387
365ebe3_35ff576,30-06-2015,125,48,0.8969814
365ebe3_35ff576,30-06-2015,125,48,0.9119224
00ae069_35ff576,01-07-2015,125,48,0.7748476
00ae069_35ff576,01-07-2015,125,48,0.6799079
00ae069_35ff576,01-07-2015,125,48,0.6608573
d3511be_35ff576,02-07-2015,125,48,1.373702
d3511be_35ff576,02-07-2015,125,48,1.398437
d3511be_35ff576,02-07-2015,125,48,1.397954
6874bfe_35ff576,03-07-2015,125,48,1.413148
6874bfe_35ff576,03-07-2015,125,48,1.354084
6874bfe_35ff576,03-07-2015,125,48,1.341577
315c167_35ff576,04-07-2015,125,48,1.232581
315c167_35ff576,04-07-2015,125,48,1.301505
315c167_35ff576,04-07-2015,125,48,1.256085
315c167_35ff576,05-07-2015,125,48,0.9068632
315c167_35ff576,05-07-2015,125,48,0.9183279
315c167_35ff576,05-07-2015,125,48,0.9768822
