b627a5c, 07-07-2015, 2000000, 1, 0.9043171,0.9043232,0.9041676,0.9038828,0.9036031
b627a5c, 07-07-2015, 2000000, 2, 0.4900607,0.5059638,0.5051880,0.4963621,0.4975034
b627a5c, 07-07-2015, 2000000, 4, 0.2598787,0.2647522,0.2638703,0.2634901,0.2603113
b627a5c, 07-07-2015, 2000000, 8, 0.1399756,0.1399192,0.1396529,0.1402949,0.1406425
b627a5c, 07-07-2015, 2000000, 8, 0.1400344,0.1392652,0.1399434,0.1401939,0.1404483
b627a5c, 07-07-2015, 2000000, 16, 0.2647725,0.2634047,0.2689277,0.2692831,0.2700946
b627a5c, 07-07-2015, 5000000, 1, 2.0733710,2.0764229,2.0733199,2.0726090,2.0725243
b627a5c, 07-07-2015, 5000000, 2, 1.1389396,1.1374021,1.1350226,1.1370396,1.1553683
b627a5c, 07-07-2015, 5000000, 4, 0.6054193,0.6177197,0.6027659,0.6153365,0.6127313
b627a5c, 07-07-2015, 5000000, 8, 0.3214864,0.3237151,0.3284134,0.3217784,0.3229853
b627a5c, 07-07-2015, 5000000, 8, 0.3219556,0.3224408,0.3224794,0.3235323,0.3236104
b627a5c, 07-07-2015, 5000000, 16, 0.6713655,0.6638488,0.6699534,0.6692382,0.6723813
b627a5c, 07-07-2015, 10000000, 1, 4.3225810,4.3671932,4.3223266,4.3199221,4.3222965
b627a5c, 07-07-2015, 10000000, 2, 2.4103290,2.4043072,2.4174088,2.3367813,2.3584635
b627a5c, 07-07-2015, 10000000, 4, 1.2792668,1.2812988,1.2814576,1.2466875,1.2577006
b627a5c, 07-07-2015, 10000000, 8, 0.6681161,0.6675237,0.6705857,0.6698738,0.6691270
b627a5c, 07-07-2015, 10000000, 8, 0.6730629,0.6710192,0.6738050,0.6724145,0.6720125
b627a5c, 07-07-2015, 10000000, 16, 1.3281241,1.3471463,1.3406517,1.3309183,1.3538223
57f8001, 09-07-2015, 2000000, 1, 0.8927603,0.8946451,0.8968130,0.8948946,0.8942727
57f8001, 09-07-2015, 2000000, 2, 0.4957142,0.5046573,0.5039750,0.4942665,0.5028422
57f8001, 09-07-2015, 2000000, 4, 0.2613934,0.2680570,0.2659297,0.2625748,0.2648007
57f8001, 09-07-2015, 2000000, 8, 0.1397353,0.1393465,0.1396269,0.1392802,0.1397806
57f8001, 09-07-2015, 2000000, 16, 0.2694814,0.2626084,0.2664262,0.2658158,0.2684010
57f8001, 09-07-2015, 5000000, 1, 2.0501064,2.0444248,2.0470812,2.0527720,2.0473885
57f8001, 09-07-2015, 5000000, 2, 1.1282935,1.1556091,1.1303278,1.1510789,1.1232531
57f8001, 09-07-2015, 5000000, 4, 0.6089923,0.6018818,0.6236581,0.6225208,0.6007947
57f8001, 09-07-2015, 5000000, 8, 0.3192079,0.3196577,0.3202427,0.3196480,0.3196073
57f8001, 09-07-2015, 5000000, 16, 0.6717702,0.6725327,0.6742508,0.6649388,0.6651914
57f8001, 09-07-2015, 10000000, 1, 4.2515792,4.2598831,4.3072992,4.2604960,4.2566810
57f8001, 09-07-2015, 10000000, 2, 2.4032835,2.3970853,2.3576082,2.3430699,2.3935808
57f8001, 09-07-2015, 10000000, 4, 1.2812982,1.2815089,1.2875503,1.2507610,1.2556639
57f8001, 09-07-2015, 10000000, 8, 0.6665322,0.6676196,0.6683973,0.6690951,0.6720475
57f8001, 09-07-2015, 10000000, 16, 1.3584402,1.3105152,1.3424364,1.3406009,1.3411900
f326cd3, 12-07-2015, 2000000, 1, 0.8942743,0.8941988,0.8947855,0.8943123,0.8947240
f326cd3, 12-07-2015, 2000000, 2, 0.4776859,0.4923093,0.4930183,0.4822304,0.4875860
f326cd3, 12-07-2015, 2000000, 4, 0.2582862,0.2717976,0.2579389,0.2593758,0.2622751
f326cd3, 12-07-2015, 2000000, 8, 0.1394787,0.1400018,0.1389273,0.1392801,0.1398119
f326cd3, 12-07-2015, 2000000, 16, 0.2657700,0.2675469,0.2667739,0.2681715,0.2639807
f326cd3, 12-07-2015, 5000000, 1, 2.0503158,2.0502922,2.0496346,2.0504009,2.0500905
f326cd3, 12-07-2015, 5000000, 2, 1.1270076,1.1092653,1.1122770,1.1077958,1.1253333
f326cd3, 12-07-2015, 5000000, 4, 0.5988703,0.6027156,0.5824418,0.5836262,0.5986754
f326cd3, 12-07-2015, 5000000, 8, 0.3228991,0.3214250,0.3246195,0.3224666,0.3216082
f326cd3, 12-07-2015, 5000000, 16, 0.6652048,0.6621573,0.6675288,0.6633098,0.6683535
f326cd3, 12-07-2015, 10000000, 1, 4.2715119,4.2719873,4.2716950,4.2716771,4.2714981
f326cd3, 12-07-2015, 10000000, 2, 2.3026421,2.3326265,2.2793393,2.2686254,2.3338469
f326cd3, 12-07-2015, 10000000, 4, 1.2258154,1.2234792,1.2260684,1.2321731,1.2372649
f326cd3, 12-07-2015, 10000000, 8, 0.6684394,0.6688462,0.6694050,0.6679349,0.6693552
f326cd3, 12-07-2015, 10000000, 16, 1.3354854,1.3329189,1.3464317,1.3418673,1.3300553
acd14d1, 13-07-2015, 2000000, 1, 0.8948102,0.8948477,0.8983470,0.8946476,0.8947619
acd14d1, 13-07-2015, 2000000, 2, 0.4883862,0.5053333,0.5049698,0.4958291,0.4947935
acd14d1, 13-07-2015, 2000000, 4, 0.2580726,0.2588377,0.2577748,0.2606841,0.2558820
acd14d1, 13-07-2015, 2000000, 8, 0.1404866,0.1395934,0.1398180,0.1406889,0.1393474
acd14d1, 13-07-2015, 2000000, 16, 0.2670961,0.2659434,0.2670856,0.2679723,0.2678445
acd14d1, 13-07-2015, 5000000, 1, 2.0510223,2.0502152,2.0524620,2.0510566,2.0508782
acd14d1, 13-07-2015, 5000000, 2, 1.1421288,1.1613942,1.1429150,1.1582353,1.1306915
acd14d1, 13-07-2015, 5000000, 4, 0.5827215,0.5903856,0.5985329,0.5892731,0.5982280
acd14d1, 13-07-2015, 5000000, 8, 0.3234647,0.3212446,0.3239991,0.3218231,0.3219382
acd14d1, 13-07-2015, 5000000, 16, 0.6705380,0.6623565,0.6645061,0.6632210,0.6675244
acd14d1, 13-07-2015, 10000000, 1, 4.2714914,4.2740257,4.2757158,4.2749080,4.2755855
acd14d1, 13-07-2015, 10000000, 2, 2.3937522,2.3995912,2.3956656,2.3641369,2.4009612
acd14d1, 13-07-2015, 10000000, 4, 1.2030378,1.2225262,1.2133987,1.2022030,1.2139113
acd14d1, 13-07-2015, 10000000, 8, 0.6677976,0.6662251,0.6713192,0.6710459,0.6693727
acd14d1, 13-07-2015, 10000000, 16, 1.3417236,1.3433584,1.3484468,1.3423752,1.3317309
99df208, 15-07-2015, 2000000, 1, 0.9038458,0.9036887,0.9035204,0.9035645,0.9034732
99df208, 15-07-2015, 2000000, 2, 0.4924797,0.4860297,0.4957464,0.4806294,0.4866849
99df208, 15-07-2015, 2000000, 4, 0.2681037,0.2698266,0.2651707,0.2697039,0.2691520
99df208, 15-07-2015, 2000000, 8, 0.1414155,0.1407920,0.1410124,0.1420779,0.1413691
99df208, 15-07-2015, 2000000, 16, 0.2661180,0.2646222,0.2658364,0.2673383,0.2695476
99df208, 15-07-2015, 5000000, 1, 2.0309863,2.0305722,2.0309477,2.0313342,2.0320978
99df208, 15-07-2015, 5000000, 2, 1.1227509,1.1003232,1.1242767,1.1165553,1.0984722
99df208, 15-07-2015, 5000000, 4, 0.6081040,0.6024570,0.6066854,0.6148942,0.6151537
99df208, 15-07-2015, 5000000, 8, 0.3202894,0.3221440,0.3202858,0.3201267,0.3221659
99df208, 15-07-2015, 5000000, 16, 0.6642983,0.6685563,0.6668406,0.6657941,0.6731768
99df208, 15-07-2015, 10000000, 1, 4.2840222,4.2846895,4.2842226,4.2829068,4.2857275
99df208, 15-07-2015, 10000000, 2, 2.3012984,2.3008341,2.3307442,2.3332230,2.3355616
99df208, 15-07-2015, 10000000, 4, 1.2774902,1.2732014,1.2415769,1.2612443,1.2768274
99df208, 15-07-2015, 10000000, 8, 0.6694996,0.6703009,0.6687996,0.6682463,0.6683794
99df208, 15-07-2015, 10000000, 16, 1.3313735,1.3307543,1.3516338,1.3249754,1.3342170
cb365ba, 16-07-2015, 2000000, 1, 0.6885571,0.6887750,0.6888407,0.6885797,0.6884870
cb365ba, 17-07-2015, 2000000, 1, 0.6890598,0.6892862,0.6915996,0.6895429,0.6891084
cb365ba, 16-07-2015, 2000000, 2, 0.4030110,0.3926341,0.4011119,0.3859483,0.4030883
cb365ba, 17-07-2015, 2000000, 2, 0.3836340,0.3882203,0.3908367,0.3797826,0.3803143
cb365ba, 16-07-2015, 2000000, 4, 0.2085311,0.2015258,0.2097317,0.2063511,0.2101777
cb365ba, 17-07-2015, 2000000, 4, 0.2082504,0.2033361,0.2061202,0.2097539,0.2085405
cb365ba, 16-07-2015, 2000000, 8, 0.1142277,0.1141971,0.1150401,0.1148225,0.1150659
cb365ba, 17-07-2015, 2000000, 8, 0.1146155,0.1154179,0.1133599,0.1143799,0.1140302
cb365ba, 16-07-2015, 2000000, 16, 0.2674916,0.2658204,0.2655866,0.2672864,0.2669304
cb365ba, 17-07-2015, 2000000, 16, 0.2676123,0.2674014,0.2638245,0.2668901,0.2669148
cb365ba, 16-07-2015, 5000000, 1, 1.5223547,1.5224159,1.5241425,1.5202101,1.5195831
cb365ba, 17-07-2015, 5000000, 1, 1.5249267,1.5286585,1.5251124,1.5230692,1.5220553
cb365ba, 16-07-2015, 5000000, 2, 0.8631638,0.8760677,0.8967930,0.8971403,0.8742081
cb365ba, 17-07-2015, 5000000, 2, 0.8539108,0.8704905,0.8565068,0.8482875,0.8508153
cb365ba, 16-07-2015, 5000000, 4, 0.4692254,0.4583220,0.4592618,0.4639507,0.4589075
cb365ba, 17-07-2015, 5000000, 4, 0.4686525,0.4647938,0.4599087,0.4704394,0.4694389
cb365ba, 16-07-2015, 5000000, 8, 0.2631694,0.2612532,0.2602652,0.2628012,0.2626492
cb365ba, 17-07-2015, 5000000, 8, 0.2622070,0.2618135,0.2612496,0.2621250,0.2623441
cb365ba, 16-07-2015, 5000000, 16, 0.6661366,0.6647706,0.6666070,0.6620843,0.6626387
cb365ba, 17-07-2015, 5000000, 16, 0.6684755,0.6584881,0.6665542,0.6594284,0.6647312
cb365ba, 16-07-2015, 10000000, 1, 3.2178270,3.2187175,3.2186621,3.2181320,3.2197747
cb365ba, 17-07-2015, 10000000, 1, 3.2221564,3.2202344,3.2201838,3.2217844,3.2209270
cb365ba, 16-07-2015, 10000000, 2, 1.8816161,1.8758789,1.8815683,1.8812917,1.8142341
cb365ba, 17-07-2015, 10000000, 2, 1.7703005,1.8278293,1.7960456,1.7822310,1.7792373
cb365ba, 16-07-2015, 10000000, 4, 0.9848442,0.9864115,0.9822724,0.9667454,0.9854363
cb365ba, 17-07-2015, 10000000, 4, 0.9825317,0.9856247,0.9481537,0.9843344,0.9658315
cb365ba, 16-07-2015, 10000000, 8, 0.5485378,0.5471440,0.5447745,0.5471386,0.5462331
cb365ba, 17-07-2015, 10000000, 8, 0.5451019,0.5469540,0.5467989,0.5473444,0.5451566
cb365ba, 16-07-2015, 10000000, 16, 1.3250566,1.3250796,1.3252670,1.3332436,1.3199075
cb365ba, 17-07-2015, 10000000, 16, 1.3210952,1.3364396,1.3192149,1.3168465,1.3256288
