365ebe3_35ff576,30-06-2015,125,48,0.3222491
365ebe3_35ff576,30-06-2015,125,48,0.3202808
365ebe3_35ff576,30-06-2015,125,48,0.3317935
00ae069_35ff576,01-07-2015,125,48,0.2518586
00ae069_35ff576,01-07-2015,125,48,0.2516313
00ae069_35ff576,01-07-2015,125,48,0.2507718
d3511be_35ff576,02-07-2015,125,48,0.2389391
d3511be_35ff576,02-07-2015,125,48,0.256629
d3511be_35ff576,02-07-2015,125,48,0.2471922
6874bfe_35ff576,03-07-2015,125,48,0.3456901
6874bfe_35ff576,03-07-2015,125,48,0.3178733
6874bfe_35ff576,03-07-2015,125,48,0.3288575
315c167_35ff576,04-07-2015,125,48,0.2885713
315c167_35ff576,04-07-2015,125,48,0.2875052
315c167_35ff576,04-07-2015,125,48,0.2807602
315c167_35ff576,05-07-2015,125,48,0.2895289
315c167_35ff576,05-07-2015,125,48,0.2824437
315c167_35ff576,05-07-2015,125,48,0.2853812
315c167_35ff576,06-07-2015,125,48,0.3476375
315c167_35ff576,06-07-2015,125,48,0.3318794
315c167_35ff576,06-07-2015,125,48,0.3397559
315c167_35ff576,07-07-2015,125,48,0.2708535
315c167_35ff576,07-07-2015,125,48,0.2644195
315c167_35ff576,07-07-2015,125,48,0.2550849
73327ae_35ff576,09-07-2015,125,48,0.3091279
73327ae_35ff576,09-07-2015,125,48,0.3179592
73327ae_35ff576,09-07-2015,125,48,0.3254112
5f1706b_35ff576,10-07-2015,125,48,0.3177598
5f1706b_35ff576,10-07-2015,125,48,0.3279267
5f1706b_35ff576,10-07-2015,125,48,0.3234922
eb614bb_35ff576,11-07-2015,125,48,0.3258587
eb614bb_35ff576,11-07-2015,125,48,0.3459468
eb614bb_35ff576,11-07-2015,125,48,0.3265238
f326cd3_35ff576,12-07-2015,125,48,0.3599049
f326cd3_35ff576,12-07-2015,125,48,0.357362
f326cd3_35ff576,12-07-2015,125,48,0.3530604
acd14d1_35ff576,13-07-2015,125,48,0.3540489
acd14d1_35ff576,13-07-2015,125,48,0.3699516
acd14d1_35ff576,13-07-2015,125,48,0.359207
0e081a9_35ff576,14-07-2015,125,48,0.2878514
